1981 1 11
1985 10   0.17  -0.39  -0.20  -0.31  -0.39   0.90 
1985 11  -0.18  -0.22   0.11  -0.35  -0.34   0.63 
1985 12  -0.12  -0.03   0.16  -0.35  -0.35   0.62 
1986  1  -0.35  -0.51  -0.49  -0.29  -0.39   0.62 
1986  2  -1.35  -0.99  -0.32   0.06  -0.40   0.61 
1986  3  -0.33  -1.17  -0.22   0.07  -0.43   0.62 
1986  4  -1.41  -2.46  -1.79  -0.89  -0.58   0.58 
1986  5   0.76   0.10  -0.08  -0.28   0.03   0.44 
1986  6  -1.20  -0.72  -0.86  -0.71  -0.35  -0.21 
1986  7   0.06  -0.30  -0.71  -0.81  -0.93  -0.76 
1986  8  -0.28  -0.77  -0.69  -0.74  -0.97  -1.23 
1986  9  -2.20  -1.37  -1.50  -1.55  -1.49  -1.42 
1986 10  -0.25  -2.03  -1.48  -1.69  -1.73  -1.43 
1986 11  -1.02  -2.06  -1.98  -1.81  -1.84  -1.44 
1986 12  -1.02  -0.70  -1.74  -1.87  -1.90  -1.48 
1987  1  -1.48  -1.88  -2.28  -1.73  -1.94  -1.52 
1987  2  -1.35  -2.53  -2.34  -2.12  -1.94  -1.53 
1987  3   0.95   0.22  -0.72  -1.75  -1.86  -1.50 
1987  4   0.40   0.47  -0.48  -2.10  -1.69  -1.48 
1987  5  -2.51  -1.50  -1.87  -2.71  -2.43  -1.57 
1987  6   1.04  -0.16  -0.15  -0.58  -1.56  -1.39 
1987  7   0.95   0.51   0.56   0.32  -1.07  -1.33 
1987  8  -0.25   0.84   0.28   0.20  -1.06  -1.38 
1987  9  -0.72  -0.01  -0.13  -0.11  -0.43  -1.40 
1987 10  -3.41  -2.14  -0.90  -0.80  -0.95  -1.82 
1987 11  -1.43  -2.26  -0.48  -0.92  -0.99  -1.90 
1987 12   1.47  -2.49  -0.96  -0.92  -0.88  -1.85 
1988  1   0.06  -0.29  -2.13  -0.98  -0.88  -1.86 
1988  2   1.29   1.77  -2.05  -0.37  -0.83  -1.83 
1988  3  -0.55  -0.13  -2.44  -1.00  -0.95  -1.87 
1988  4   0.16  -0.02  -0.32  -2.14  -1.06  -1.80 
1988  5  -1.68  -1.75  -1.26  -2.58  -0.86  -2.27 
1988  6   0.92  -0.17  -0.21  -1.28  -0.97  -1.87 
1988  7   0.49   0.19   0.12   0.05  -1.37  -1.62 
1988  8   0.62   0.94   0.33   0.45  -0.88  -1.32 
1988  9   0.23   0.64   0.40   0.39  -0.33  -0.60 
1988 10  -0.16   0.29   0.27   0.22   0.20  -0.53 
1988 11  -1.57  -0.28   0.59   0.07   0.20  -0.55 
1988 12   0.56  -0.49   0.30   0.13   0.14  -0.51 
1989  1  -0.13  -0.98   0.10   0.15   0.10  -0.50 
1989  2   0.76   0.56  -0.26   0.62   0.09  -0.48 
1989  3   0.38   0.27  -0.50   0.31   0.13  -0.53 
1989  4   1.13   1.16   0.52   0.40   0.37  -0.42 
1989  5   0.09   0.59   0.59   0.02   0.70  -0.08 
1989  6  -0.32   0.13   0.14  -0.24   0.28  -0.50 
1989  7   0.50   0.08   0.38   0.22   0.29  -0.68 
1989  8   0.91   0.58   0.70   0.74   0.46  -0.29 
1989  9   1.00   1.25   1.05   1.06   0.74   0.26 
1989 10   0.19   1.27   0.85   1.00   0.92   0.70 
1989 11  -0.02   0.70   0.87   0.97   1.02   0.77 
1989 12  -1.42  -0.05   1.08   0.95   0.98   0.70 
1990  1  -0.35  -0.71   1.10   0.78   0.94   0.70 
1990  2   1.17  -0.68   0.66   0.85   0.95   0.70 
1990  3  -0.55  -0.33  -0.16   1.05   0.92   0.71 
1990  4  -1.10  -1.28  -1.48   0.80   0.59   0.63 
1990  5   1.98   1.55   1.44   1.27   1.28   1.37 
1990  6   0.46   1.42   1.36   0.93   1.61   1.40 
1990  7   0.45   1.58   1.32   1.20   1.68   1.30 
1990  8  -1.13  -0.16   0.52   0.50   0.85   0.82 
1990  9   2.13   1.00   1.53   1.50   1.30   1.40 
1990 10  -1.42   0.28   1.25   1.02   0.96   1.20 
1990 11   1.08   1.19   0.62   1.12   1.12   1.37 
1990 12   0.83  -0.73   0.57   1.22   1.21   1.39 
1991  1  -0.35   1.15   0.48   1.40   1.17   1.40 
1991  2   0.45   0.63   1.26   0.65   1.16   1.41 
1991  3  -0.90  -0.88  -0.93   0.50   1.17   1.39 
1991  4  -0.04  -0.46   0.27   0.30   1.31   1.26 
1991  5  -0.32  -0.71  -0.65   0.71   0.33   1.12 
1991  6  -0.50  -0.79  -0.90  -1.17   0.01   1.21 
1991  7  -1.73  -1.70  -1.86  -1.53  -0.93   0.57 
1991  8  -0.37  -1.44  -1.62  -1.56  -0.61   0.15 
1991  9  -2.35  -2.61  -2.45  -2.47  -2.63  -0.68 
1991 10   0.46  -1.55  -2.18  -2.19  -1.95  -0.55 
1991 11  -0.73  -1.39  -2.20  -2.33  -2.27  -0.59 
1991 12   2.95   0.65  -1.92  -2.05  -2.07  -0.42 
1992  1  -1.15   0.84  -1.29  -2.08  -2.10  -0.43 
1992  2  -0.97   2.70  -1.07  -1.99  -2.14  -0.46 
1992  3  -0.70  -1.84   0.45  -2.08  -2.17  -0.47 
1992  4   1.26   1.02   1.13  -0.95  -1.88  -0.20 
1992  5  -0.47   0.13   0.54  -0.85  -1.75  -0.92 
1992  6   1.30   1.05   0.89   0.96  -1.02  -0.74 
1992  7  -0.50   0.11   0.36   0.50  -0.65  -1.05 
1992  8   0.78   0.70   0.63   0.82  -0.05  -0.48 
1992  9  -0.99  -0.46   0.21   0.14   0.32  -1.51 
1992 10   0.83   0.37   0.27   0.43   0.54  -0.87 
1992 11   0.82   0.03   0.56   0.52   0.71  -0.91 
1992 12   0.83   0.99   0.08   0.61   0.55  -0.92 
1993  1  -1.15   0.80   0.49   0.36   0.51  -0.94 
1993  2  -1.62  -0.22  -0.01   0.55   0.51  -0.96 
1993  3   1.76   1.38   1.18   0.20   0.71  -0.83 
1993  4   0.59   1.07   1.14   0.72   0.55  -0.78 
1993  5   0.50   0.96   0.88   0.42   0.78  -0.57 
1993  6  -0.44   0.05   0.25   0.74   0.16  -0.63 
1993  7  -0.06  -0.19   0.09   0.23   0.35  -0.20 
1993  8   0.05  -0.34   0.07   0.07  -0.02  -0.09 
1993  9   0.67   0.23   0.17   0.29   0.62   0.62 
1993 10   0.11   0.35   0.06   0.24   0.35   0.54 
1993 11  -0.61   0.31  -0.15   0.18   0.20   0.56 
1993 12   0.25  -0.14   0.06   0.04   0.17   0.43 
1994  1  -1.15  -0.84   0.18  -0.05   0.14   0.43 
1994  2   0.27  -0.31   0.28  -0.18   0.16   0.45 
1994  3  -0.06  -0.62  -0.28  -0.01  -0.01   0.47 
1994  4   1.25   1.16   0.56   0.47   0.16   0.47 
1994  5   0.04   0.58   0.48   0.44  -0.00   0.54 
1994  6   0.59   0.77   0.68   0.36   0.38   0.37 
1994  7  -1.95  -0.82  -0.46  -0.61  -0.26   0.04 
1994  8   1.40   0.28   0.43   0.43   0.52   0.29 
1994  9  -0.58  -0.34   0.14   0.11  -0.03   0.37 
1994 10  -0.07   0.51  -0.23  -0.00  -0.08   0.13 
1994 11   0.68  -0.50  -0.13   0.05   0.06   0.12 
1994 12  -0.71  -0.05  -0.43   0.04   0.03   0.08 
1995  1  -1.81   0.11   0.47  -0.24  -0.02   0.08 
1995  2   0.45  -1.33  -0.63  -0.20  -0.01   0.10 
1995  3  -0.90  -1.41  -0.27  -0.54  -0.04  -0.04 
1995  4   0.68   0.39   0.23   0.50  -0.22  -0.04 
1995  5  -1.05  -0.84  -1.07  -0.98  -0.48  -0.35 
1995  6  -0.99  -1.22  -1.37  -1.09  -1.12  -0.52 
1995  7   0.76  -0.49  -0.43  -0.43  -0.02  -0.21 
1995  8   0.77   0.41   0.05  -0.00  -0.43   0.03 
1995  9   1.30   1.49   0.68   0.61   0.47   0.27 
1995 10  -0.17   1.19   0.45   0.46   0.48   0.22 
1995 11   1.25   1.00   0.94   0.61   0.59   0.38 
1995 12   1.47   0.34   1.50   0.74   0.70   0.43 
1996  1  -1.15   1.50   1.42   0.67   0.66   0.44 
1996  2   0.91   1.32   1.13   1.02   0.68   0.45 
1996  3  -0.90  -0.88   0.19   1.44   0.68   0.44 
1996  4   1.98   2.00   2.30   1.96   1.13   0.62 
1996  5   0.72   1.66   1.76   1.68   1.47   0.74 
1996  6  -0.89   0.77   0.66   0.61   1.58   0.46 
1996  7   1.23   0.78   1.38   1.63   1.96   1.30 
1996  8  -1.00  -0.10   0.62   0.70   1.26   0.55 
1996  9   0.82   0.70   0.93   0.89   0.87   0.90 
1996 10   0.84   0.40   0.75   1.13   1.33   1.17 
1996 11   0.42   1.09   0.59   1.14   1.24   1.16 
1996 12  -0.22   0.80   1.00   1.20   1.18   1.18 
1997  1   2.00   0.57   0.46   0.81   1.20   1.25 
1997  2  -0.13   0.69   1.16   0.62   1.18   1.24 
1997  3   1.41   1.78   1.07   1.16   1.34   1.36 
1997  4  -1.41  -0.35  -0.05   0.30   0.72   1.22 
1997  5  -0.44  -0.74  -0.66   0.62   0.30   1.25 
1997  6   0.64  -0.25   0.05   0.47   0.84   1.77 
1997  7   0.19   0.15  -0.00   0.09   0.27   1.47 
1997  8  -2.40  -0.65  -0.91  -0.86  -0.10   0.75 
1997  9   1.41  -0.06  -0.22  -0.04   0.23   0.74 
1997 10   0.49   0.08   0.11   0.01   0.10   0.92 
1997 11   0.31   1.26   0.31   0.02   0.08   0.84 
1997 12  -0.85   0.37   0.05  -0.12   0.06   0.78 
1998  1   0.24  -0.11   0.03   0.07  -0.02   0.81 
1998  2  -1.62  -1.46   1.21   0.24  -0.04   0.78 
1998  3   0.27  -0.33   0.28   0.01  -0.16   0.82 
1998  4  -0.31  -0.65  -0.68  -0.18  -0.08   0.43 
1998  5   0.35   0.00  -0.22   0.94   0.17   0.31 
1998  6   0.09   0.00  -0.06   0.11  -0.04   0.58 
1998  7  -0.56  -0.31  -0.52  -0.55  -0.41  -0.11 
1998  8   0.56  -0.05  -0.10  -0.15   0.66   0.33 
1998  9  -1.91  -1.06  -0.85  -0.86  -0.69  -0.36 
1998 10   0.99  -0.09  -0.31  -0.43  -0.43  -0.26 
1998 11   1.89   0.10  -0.05  -0.09  -0.13  -0.08 
1998 12  -0.02   1.45  -0.08  -0.10  -0.10  -0.07 
1999  1  -0.85   1.85   0.33  -0.02  -0.15  -0.12 
1999  2  -0.97  -0.99   0.01  -0.11  -0.15  -0.13 
1999  3  -0.06  -0.97   1.36  -0.16  -0.17  -0.22 
1999  4   0.08  -0.30   0.86   0.19  -0.12  -0.13 
1999  5  -1.21  -1.36  -1.53  -0.62  -0.53  -0.26 
1999  6  -0.26  -1.03  -1.15   0.22  -0.70  -0.55 
1999  7   0.62  -0.29  -0.43   0.01  -0.12  -0.37 
1999  8   1.35   0.96   0.44   0.40   0.36   0.63 
1999  9   0.17   1.16   0.45   0.40   0.95   0.18 
1999 10   0.89   1.53   0.81   0.70   0.97   0.34 
1999 11  -0.87   0.51   1.08   0.62   0.61   0.28 
1999 12   1.02   0.74   1.38   0.71   0.68   0.34 
2000  1   0.24  -0.32   1.40   0.77   0.65   0.34 
2000  2   0.45   1.02   0.59   1.14   0.68   0.36 
2000  3  -0.90  -0.62   0.64   1.34   0.66   0.34 
2000  4  -1.10  -1.69  -1.39   1.07   0.55   0.29 
2000  5   1.80   1.33   1.40   1.09   1.44   0.69 
2000  6   0.39   1.23   1.14   1.20   1.74   0.85 
2000  7  -0.94   0.65   0.32   0.25   1.19   0.70 
2000  8  -0.47  -0.69  -0.02   0.05   0.28   0.38 
2000  9   0.24  -0.81   0.09   0.05   0.29   0.84 
2000 10  -1.34  -1.10  -0.24  -0.44  -0.47   0.32 
2000 11  -0.61  -0.80  -1.18  -0.54  -0.46   0.07 
2000 12  -0.12  -1.62  -1.57  -0.52  -0.53   0.07 
2001  1   0.41  -0.71  -1.22  -0.35  -0.56   0.09 
2001  2   0.45   0.03  -0.85  -1.20  -0.56   0.10 
2001  3  -0.23  -0.19  -1.68  -1.61  -0.55   0.10 
2001  4   0.46   0.23  -0.30  -1.18  -0.36   0.14 
2001  5  -0.33  -0.35  -0.40  -0.93  -1.25   0.25 
2001  6  -2.43  -1.81  -1.82  -2.33  -2.35  -0.15 
2001  7   1.12  -0.42  -0.41  -0.55  -1.22   0.05 
2001  8   0.67   0.20   0.00   0.01  -0.60  -0.24 
2001  9   0.12   1.03   0.03   0.02  -0.54  -0.22 
2001 10  -0.22   0.21  -0.18  -0.17  -0.23  -0.51 
2001 11  -0.02  -0.25  -0.06  -0.21  -0.19  -0.48 
2001 12  -0.45  -0.42   0.71  -0.21  -0.20  -0.53 
2002  1   0.24  -0.36   0.11  -0.25  -0.24  -0.53 
2002  2   0.61  -0.22  -0.30  -0.08  -0.23  -0.53 
2002  3  -0.14  -0.13  -0.50   0.69  -0.24  -0.53 
2002  4  -1.41  -1.56  -1.36  -0.22  -0.50  -0.57 
2002  5  -0.82  -1.71  -1.72  -1.02  -0.57  -1.28 
2002  6  -1.88  -2.48  -2.45  -2.07  -0.48  -2.03 
2002  7  -0.43  -1.92  -2.31  -2.35  -1.49  -1.79 
2002  8  -1.22  -1.90  -2.41  -2.40  -2.52  -2.04 
2002  9  -0.99  -1.69  -2.66  -2.63  -2.64  -2.22 
2002 10   0.22  -1.59  -2.35  -2.49  -2.50  -1.76 
2002 11   1.36  -0.31  -1.83  -2.28  -2.27  -1.59 
2002 12   0.41   0.58  -1.24  -2.29  -2.26  -1.58 
2003  1   1.70   1.62  -1.08  -2.07  -2.22  -1.57 
2003  2  -0.97   0.76  -0.27  -1.80  -2.26  -1.59 
2003  3   1.44   1.62   0.83  -1.07  -2.12  -1.51 
2003  4  -0.70  -0.07   0.82  -1.14  -2.16  -1.70 
2003  5  -0.06  -0.19  -0.13  -0.39  -1.72  -1.60 
2003  6   0.62   0.05   0.30   0.49  -0.89  -1.03 
2003  7  -1.62  -0.73  -0.81  -0.41  -1.42  -1.93 
2003  8  -1.05  -1.12  -1.13  -1.07  -1.36  -2.57 
2003  9   1.16  -0.70  -0.55  -0.38  -0.17  -1.92 
2003 10   0.34   0.27  -0.33  -0.37  -0.10  -1.67 
2003 11   0.31   0.98  -0.26  -0.35  -0.29  -1.66 
2003 12  -1.42   0.19  -0.63  -0.53  -0.35  -1.69 
2004  1   0.57  -0.15   0.21  -0.38  -0.42  -1.70 
2004  2   0.08  -0.88   0.94  -0.31  -0.40  -1.72 
2004  3   0.33   0.22   0.18  -0.63  -0.53  -1.73 
2004  4   0.75   0.68   0.35   0.32  -0.30  -1.56 
2004  5  -1.09  -0.62  -0.79   0.46  -0.53  -1.56 
2004  6   0.79   0.15   0.16   0.15  -0.48  -1.03 
2004  7  -0.12  -0.20  -0.07  -0.11   0.04  -0.89 
2004  8   0.71   0.59   0.28   0.25   0.81  -0.33 
2004  9  -0.03   0.19   0.19   0.21   0.19  -0.04 
2004 10   1.08   1.07   0.54   0.60   0.59   0.28 
2004 11  -0.14   0.63   0.84   0.56   0.55   0.14 
2004 12  -0.02   0.95   0.62   0.57   0.60   0.13 
2005  1  -0.35  -0.43   0.94   0.48   0.54   0.10 
2005  2  -1.35  -0.88   0.57   0.80   0.53   0.09 
2005  3   2.32   2.28   1.33   0.86   0.77   0.19 
2005  4  -0.66   0.66   0.21   1.02   0.56   0.19 
2005  5   0.59   0.80   0.65   0.79   0.94   0.31 
2005  6   1.10   0.84   1.17   1.36   1.13   0.50 
2005  7   1.33   1.74   1.82   1.74   1.96   1.34 
2005  8   0.69   1.58   1.68   1.66   1.96   1.80 
2005  9  -0.51   0.91   1.13   1.33   1.53   1.21 
2005 10   0.75   0.50   1.50   1.50   1.47   1.33 
2005 11   0.28   0.11   1.40   1.53   1.54   1.35 
2005 12  -1.20   0.62   1.09   1.32   1.53   1.36 
2006  1   1.36   0.05   0.46   1.51   1.52   1.39 
2006  2   0.27  -0.13   0.08   1.41   1.54   1.40 
2006  3  -0.70  -0.07   0.58   1.08   1.30   1.39 
2006  4   0.10  -0.30  -0.34   0.31   1.45   1.34 
2006  5   0.75   0.47   0.39   0.22   1.37   1.60 
2006  6   2.12   1.87   1.82   1.64   1.89   2.20 
2006  7   0.19   1.62   1.49   1.47   1.38   2.17 
2006  8   0.36   1.25   1.26   1.26   1.24   2.07 
2006  9   0.59   0.50   1.41   1.40   1.45   2.07 
2006 10   0.80   0.99   1.70   1.55   1.56   1.96 
2006 11   0.37   0.89   1.57   1.57   1.60   2.02 
2006 12   0.07   0.76   0.79   1.65   1.66   2.04 
2007  1   0.99   0.35   0.99   1.76   1.60   2.08 
2007  2   0.27   0.41   0.93   1.60   1.61   2.10 
2007  3  -0.70  -0.26   0.70   0.76   1.63   1.96 
2007  4  -0.12  -0.55  -0.32   0.79   1.67   2.05 
2007  5  -0.80  -1.22  -1.16   0.25   1.11   1.72 
2007  6   0.04  -0.67  -0.71  -0.07   0.29   1.62 
2007  7   0.63   0.01  -0.18  -0.13   0.54   1.24 
2007  8   0.09   0.33  -0.14  -0.11   0.41   1.05 
2007  9   1.59   1.24   0.68   0.66   0.84   1.59 
2007 10   0.08   1.09   0.69   0.55   0.60   1.40 
2007 11  -0.55   1.04   0.90   0.48   0.52   1.37 
2007 12  -2.02  -0.30   0.97   0.48   0.48   1.38 
2008  1   1.48  -0.80   0.91   0.60   0.46   1.40 
2008  2  -0.97  -0.78   1.01   0.87   0.44   1.39 
2008  3   0.27   0.32  -0.30   0.98   0.49   1.44 
2008  4   0.23  -0.00  -0.56   0.83   0.56   1.49 
2008  5  -0.32  -0.40  -0.56   0.61   0.62   1.20 
2008  6  -1.19  -1.16  -1.11  -1.07   0.28   0.39 
2008  7   1.89   0.84   0.77   0.63   1.15   1.09 
2008  8   0.25   0.93   0.67   0.65   1.23   1.05 
2008  9   0.26   1.48   0.69   0.70   0.47   0.88 
2008 10  -0.23  -0.02   0.53   0.47   0.40   0.61 
2008 11  -1.75  -0.31   0.57   0.37   0.36   0.53 
2008 12  -0.57  -0.72   1.05   0.35   0.39   0.52 
2009  1   0.06  -1.66  -0.28   0.37   0.32   0.52 
2009  2   0.76  -0.31  -0.37   0.55   0.35   0.53 
2009  3  -0.90  -0.54  -0.87   1.01   0.31   0.53 
2009  4  -0.83  -1.28  -2.07  -0.58   0.17   0.48 
2009  5   0.73   0.13   0.03  -0.30   0.49   0.76 
2009  6  -1.06  -0.58  -0.66  -0.98   0.55   0.59 
2009  7  -0.28  -0.51  -0.82  -1.07  -0.85   0.23 
2009  8   0.52  -0.43  -0.38  -0.39  -0.70   0.37 
2009  9  -0.69  -0.38  -0.65  -0.67  -0.96  -0.36 
2009 10  -0.01  -0.31  -0.58  -0.76  -0.89  -0.34 
2009 11   0.31  -0.63  -0.84  -0.77  -0.77  -0.29 
2009 12   1.02   0.06  -0.42  -0.69  -0.70  -0.23 
2010  1  -0.35   0.43  -0.25  -0.56  -0.74  -0.26 
2010  2  -0.13   0.63  -0.61  -0.83  -0.76  -0.25 
2010  3  -0.90  -1.17  -0.14  -0.52  -0.77  -0.29 
2010  4   1.26   1.05   0.96   0.03  -0.37  -0.13 
2010  5   0.69   1.08   1.09   0.05  -0.35   0.09 
2010  6  -0.44   0.53   0.40   0.25  -0.17   0.27 
2010  7   0.25   0.16   0.41   0.46   0.07  -0.52 
2010  8   0.36   0.04   0.45   0.49  -0.00  -0.50 
2010  9  -0.70  -0.16   0.13   0.08   0.02  -0.71 
2010 10  -1.69  -1.27  -0.70  -0.47  -0.40  -0.91 
2010 11  -1.57  -1.88  -1.11  -0.60  -0.55  -0.92 
2010 12  -1.02  -2.31  -1.08  -0.61  -0.65  -0.93 
2011  1  -0.13  -1.88  -1.53  -0.92  -0.67  -0.94 
2011  2   2.87   0.96  -1.82  -1.07  -0.57  -0.89 
2011  3   0.62   1.38  -1.68  -0.94  -0.50  -0.85 
2011  4  -0.14   0.41  -0.54  -1.41  -0.90  -0.83 
2011  5   0.20  -0.01   0.07  -1.50  -1.01  -0.96 
2011  6  -0.30  -0.33  -0.12  -1.15  -1.01  -0.88 
2011  7   0.58   0.21   0.25   0.01  -0.89  -0.54 
2011  8   0.74   0.53   0.43   0.49  -0.66  -0.47 
2011  9  -0.43   0.43   0.14   0.26  -0.43  -0.35 
2011 10   0.79   0.61   0.50   0.51   0.37  -0.06 
2011 11   0.75   0.30   0.57   0.49   0.56  -0.02 
2011 12   0.25   0.88   0.79   0.48   0.61  -0.05 
2012  1  -1.93   0.43   0.64   0.54   0.55  -0.06 
2012  2  -0.37  -0.88   0.23   0.53   0.45  -0.06 
2012  3   0.15  -0.88   0.76   0.73   0.42  -0.04 
2012  4   1.39   1.33   1.21   0.96   0.79  -0.02 
2012  5   0.79   1.34   1.21   0.82   0.92  -0.01 
2012  6  -0.16   0.84   0.73   0.99   1.02   0.06 
2012  7  -0.04   0.15   0.51   0.56   0.77  -0.06 
2012  8   1.35   0.62   1.07   1.04   1.13   0.31 
2012  9  -0.13   0.62   0.91   0.86   1.07   0.45 
2012 10   0.34   0.97   0.70   0.90   0.95   0.83 
2012 11  -0.73  -0.13   0.39   0.83   0.82   0.87 
2012 12  -0.57   0.02   0.51   0.84   0.81   0.88 
2013  1   0.41  -0.98   0.77   0.59   0.80   0.90 
2013  2   0.76  -0.13  -0.17   0.38   0.83   0.85 
2013  3   1.86   2.05   0.41   0.72   1.01   0.96 
2013  4  -1.29   0.21  -0.44   0.74   0.59   0.91 
2013  5   1.03   0.94   0.87   0.29   0.63   1.07 
2013  6  -0.76  -0.18   0.17   0.06   0.48   1.08 
2013  7  -0.59  -0.34  -0.35  -0.52   0.26   0.65 
2013  8  -0.53  -1.12  -0.58  -0.58  -0.76   0.25 
2013  9  -0.44  -1.09  -0.98  -0.74  -0.75   0.24 
2013 10   1.81   0.74   0.22   0.21   0.13   0.68 
2013 11   0.96   1.29  -0.01   0.30   0.32   0.71 
2013 12  -0.22   1.94   0.30   0.12   0.33   0.70 
2014  1  -0.58   0.67   0.80   0.29   0.28   0.72 
2014  2  -0.37  -0.88   1.27  -0.06   0.26   0.73 
2014  3   0.99   0.57   2.03   0.33   0.15   0.78 
2014  4   1.92   2.14   2.08   1.46   0.82   0.93 
2014  5  -0.96   0.74   0.58   1.31   0.16   0.54 
2014  6   0.59   0.75   0.78   1.79   0.64   0.80 
2014  7  -2.41  -1.47  -0.51  -0.38   0.18   0.27 
2014  8  -0.08  -0.84  -0.46  -0.49   0.38  -0.28 
2014  9   0.79  -0.69  -0.13  -0.08   0.82   0.05 
2014 10   0.27   0.47  -0.63  -0.06   0.04   0.06 
2014 11   0.82   0.76  -0.22   0.03   0.01   0.17 
2014 12   0.48   0.42  -0.49  -0.02   0.04   0.20 
2015  1   1.70   1.08   0.64  -0.50   0.07   0.23 
2015  2  -0.37   0.96   0.84  -0.18   0.07   0.21 
2015  3   0.62   0.83   0.51  -0.43   0.03   0.12 
2015  4   0.51   0.48   0.84   0.68  -0.46   0.26 
2015  5  -1.66  -1.11  -0.94   0.20  -0.54  -0.27 
2015  6  -2.07  -2.36  -2.12  -1.22  -1.51  -0.57 
2015  7  -0.88  -2.75  -2.52  -2.15  -1.16  -0.63 
2015  8  -1.70  -2.54  -2.76  -2.65  -1.85  -0.93 
2015  9   1.39  -0.48  -1.55  -1.44  -1.19  -0.23 
2015 10   0.04  -0.02  -1.68  -1.52  -1.32  -0.87 
2015 11   1.20   1.17  -1.03  -1.35  -1.27  -0.85 
2015 12  -0.57   0.27  -0.39  -1.45  -1.34  -0.87 
2016  1  -0.85   0.87   0.13  -1.58  -1.43  -0.88 
2016  2   0.76  -0.68   1.15  -1.08  -1.41  -0.86 
2016  3  -0.43  -0.62   0.14  -0.45  -1.51  -0.95 
2016  4  -0.20  -0.49   0.07  -0.05  -1.74  -1.42 
2016  5  -0.17  -0.61  -0.75   0.66  -1.22  -1.24 
2016  6   0.94   0.35   0.26   0.28  -0.23  -1.26 
2016  7  -0.94  -0.25  -0.43  -0.26  -0.27  -0.95 
